Oficina de ventas;Material;Texto Breve Material;Fecha;Mes;Año;Cajas
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/11/2008;11;2008;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/11/2008;11;2008;529
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/11/2008;11;2008;366
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/11/2008;11;2008;357
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;21/11/2008;11;2008;2035
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;22/11/2008;11;2008;364
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/11/2008;11;2008;50
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;25/11/2008;11;2008;385
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/11/2008;11;2008;1833
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/11/2008;11;2008;1169
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;28/11/2008;11;2008;6005
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;29/11/2008;11;2008;2413
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/11/2008;11;2008;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;1/12/2008;12;2008;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/12/2008;12;2008;149
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;3/12/2008;12;2008;494
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;4/12/2008;12;2008;422
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;5/12/2008;12;2008;483
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/12/2008;12;2008;465
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/12/2008;12;2008;33
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;10/12/2008;12;2008;1047
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;11/12/2008;12;2008;628
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;12/12/2008;12;2008;926
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/12/2008;12;2008;721
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;15/12/2008;12;2008;7
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/12/2008;12;2008;2452
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/12/2008;12;2008;1293
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/12/2008;12;2008;1198
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/12/2008;12;2008;1484
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/12/2008;12;2008;724
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;22/12/2008;12;2008;645
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/12/2008;12;2008;2831
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/12/2008;12;2008;586
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/12/2008;12;2008;1039
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/12/2008;12;2008;1022
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;29/12/2008;12;2008;1339
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/12/2008;12;2008;1307
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;31/12/2008;12;2008;9060
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/1/2009;1;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;3/1/2009;1;2009;37
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;5/1/2009;1;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/1/2009;1;2009;165
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;7/1/2009;1;2009;229
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;8/1/2009;1;2009;142
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/1/2009;1;2009;405
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;10/1/2009;1;2009;179
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;12/1/2009;1;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/1/2009;1;2009;128
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;14/1/2009;1;2009;357
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;15/1/2009;1;2009;152
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/1/2009;1;2009;346
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/1/2009;1;2009;80
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/1/2009;1;2009;87
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/1/2009;1;2009;167
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;21/1/2009;1;2009;584
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;22/1/2009;1;2009;278
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/1/2009;1;2009;527
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/1/2009;1;2009;541
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/1/2009;1;2009;352
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/1/2009;1;2009;352
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;28/1/2009;1;2009;958
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;29/1/2009;1;2009;498
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/1/2009;1;2009;1047
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;31/1/2009;1;2009;2402
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/2/2009;2;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;3/2/2009;2;2009;151
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;4/2/2009;2;2009;166
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;5/2/2009;2;2009;313
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/2/2009;2;2009;236
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;7/2/2009;2;2009;172
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/2/2009;2;2009;22
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;10/2/2009;2;2009;487
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;11/2/2009;2;2009;375
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;12/2/2009;2;2009;711
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/2/2009;2;2009;328
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;14/2/2009;2;2009;133
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/2/2009;2;2009;71
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/2/2009;2;2009;151
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/2/2009;2;2009;708
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/2/2009;2;2009;696
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/2/2009;2;2009;288
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;21/2/2009;2;2009;308
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/2/2009;2;2009;69
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/2/2009;2;2009;863
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;25/2/2009;2;2009;906
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/2/2009;2;2009;993
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/2/2009;2;2009;3037
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;28/2/2009;2;2009;1273
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/3/2009;3;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;3/3/2009;3;2009;297
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;4/3/2009;3;2009;489
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;5/3/2009;3;2009;587
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/3/2009;3;2009;459
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;7/3/2009;3;2009;329
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/3/2009;3;2009;1
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;10/3/2009;3;2009;486
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;11/3/2009;3;2009;910
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;12/3/2009;3;2009;1635
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/3/2009;3;2009;588
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;14/3/2009;3;2009;338
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/3/2009;3;2009;15
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/3/2009;3;2009;601
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/3/2009;3;2009;548
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/3/2009;3;2009;772
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/3/2009;3;2009;544
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;21/3/2009;3;2009;335
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/3/2009;3;2009;23
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/3/2009;3;2009;469
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;25/3/2009;3;2009;746
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/3/2009;3;2009;514
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/3/2009;3;2009;722
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;28/3/2009;3;2009;1256
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/3/2009;3;2009;243
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;31/3/2009;3;2009;5420
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;1/4/2009;4;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/4/2009;4;2009;72
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;3/4/2009;4;2009;275
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;4/4/2009;4;2009;164
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/4/2009;4;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;7/4/2009;4;2009;488
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;8/4/2009;4;2009;1485
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/4/2009;4;2009;728
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;11/4/2009;4;2009;420
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/4/2009;4;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;14/4/2009;4;2009;1056
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;15/4/2009;4;2009;879
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/4/2009;4;2009;314
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/4/2009;4;2009;360
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/4/2009;4;2009;940
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/4/2009;4;2009;85
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;21/4/2009;4;2009;417
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;22/4/2009;4;2009;1281
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/4/2009;4;2009;767
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/4/2009;4;2009;801
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;25/4/2009;4;2009;794
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/4/2009;4;2009;550
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;28/4/2009;4;2009;1181
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;29/4/2009;4;2009;2202
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/4/2009;4;2009;5997
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/5/2009;5;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;4/5/2009;5;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;5/5/2009;5;2009;784
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/5/2009;5;2009;1594
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;7/5/2009;5;2009;788
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;8/5/2009;5;2009;934
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/5/2009;5;2009;694
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;11/5/2009;5;2009;307
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;12/5/2009;5;2009;780
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/5/2009;5;2009;1159
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;14/5/2009;5;2009;638
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;15/5/2009;5;2009;1048
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/5/2009;5;2009;495
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/5/2009;5;2009;1179
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/5/2009;5;2009;2561
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/5/2009;5;2009;2385
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;22/5/2009;5;2009;569
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/5/2009;5;2009;1152
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;25/5/2009;5;2009;611
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/5/2009;5;2009;1298
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/5/2009;5;2009;2098
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;28/5/2009;5;2009;1358
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;29/5/2009;5;2009;1476
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/5/2009;5;2009;5658
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;1/6/2009;6;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;2/6/2009;6;2009;736
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;3/6/2009;6;2009;846
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;4/6/2009;6;2009;1127
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;5/6/2009;6;2009;731
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;6/6/2009;6;2009;453
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;8/6/2009;6;2009;0
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;9/6/2009;6;2009;798
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;10/6/2009;6;2009;1109
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;11/6/2009;6;2009;904
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;12/6/2009;6;2009;968
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;13/6/2009;6;2009;529
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;15/6/2009;6;2009;303
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;16/6/2009;6;2009;1922
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;17/6/2009;6;2009;1429
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;18/6/2009;6;2009;2232
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;19/6/2009;6;2009;2268
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;20/6/2009;6;2009;634
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;22/6/2009;6;2009;276
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;23/6/2009;6;2009;2829
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;24/6/2009;6;2009;3931
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;25/6/2009;6;2009;2198
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;26/6/2009;6;2009;2778
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;27/6/2009;6;2009;1137
Santiago;10017114;CYT TETRA  CAB.SAUV(N) 2000 6U CL;30/6/2009;6;2009;25620
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/7/2008;7;2008;494
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/7/2008;7;2008;153
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/7/2008;7;2008;833
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/7/2008;7;2008;437
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/7/2008;7;2008;114
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/7/2008;7;2008;403
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/7/2008;7;2008;620
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/7/2008;7;2008;901
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/7/2008;7;2008;378
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/7/2008;7;2008;187
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/7/2008;7;2008;7
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/7/2008;7;2008;698
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/7/2008;7;2008;29
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/7/2008;7;2008;367
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/7/2008;7;2008;565
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/7/2008;7;2008;583
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/7/2008;7;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/7/2008;7;2008;754
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/7/2008;7;2008;928
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/7/2008;7;2008;1044
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/7/2008;7;2008;348
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/7/2008;7;2008;279
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/7/2008;7;2008;504
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/7/2008;7;2008;574
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/7/2008;7;2008;704
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;31/7/2008;7;2008;5630
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;1/8/2008;8;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/8/2008;8;2008;193
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/8/2008;8;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/8/2008;8;2008;208
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/8/2008;8;2008;289
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/8/2008;8;2008;1350
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/8/2008;8;2008;686
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/8/2008;8;2008;251
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/8/2008;8;2008;1036
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/8/2008;8;2008;597
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/8/2008;8;2008;874
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/8/2008;8;2008;897
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/8/2008;8;2008;517
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/8/2008;8;2008;60
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/8/2008;8;2008;554
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/8/2008;8;2008;890
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/8/2008;8;2008;2409
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/8/2008;8;2008;946
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/8/2008;8;2008;2180
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/8/2008;8;2008;1268
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/8/2008;8;2008;3004
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/8/2008;8;2008;1376
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/8/2008;8;2008;1113
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/8/2008;8;2008;1592
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/8/2008;8;2008;2895
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;1/9/2008;9;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/9/2008;9;2008;341
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/9/2008;9;2008;275
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/9/2008;9;2008;734
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/9/2008;9;2008;150
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/9/2008;9;2008;175
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/9/2008;9;2008;163
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/9/2008;9;2008;222
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/9/2008;9;2008;609
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/9/2008;9;2008;419
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/9/2008;9;2008;520
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/9/2008;9;2008;377
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/9/2008;9;2008;163
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/9/2008;9;2008;406
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/9/2008;9;2008;344
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/9/2008;9;2008;20
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/9/2008;9;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/9/2008;9;2008;591
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/9/2008;9;2008;127
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/9/2008;9;2008;212
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/9/2008;9;2008;175
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/9/2008;9;2008;119
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/9/2008;9;2008;95
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/9/2008;9;2008;4319
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;1/10/2008;10;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/10/2008;10;2008;70
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/10/2008;10;2008;148
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/10/2008;10;2008;79
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/10/2008;10;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/10/2008;10;2008;128
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/10/2008;10;2008;186
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/10/2008;10;2008;159
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/10/2008;10;2008;278
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/10/2008;10;2008;68
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/10/2008;10;2008;12
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/10/2008;10;2008;189
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/10/2008;10;2008;247
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/10/2008;10;2008;164
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/10/2008;10;2008;158
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/10/2008;10;2008;155
